PeakID,Timepoint,Amplitude,Position (px),Sigma (px),Instantaneous diffusion coefficient
253,107,3.4966820426859413,141.7530654053054,3.617886546262128,0.0008166571597173442
255,108,3.494453176916667,141.86853992593163,3.6372678592895977,0.0008398793178921475
257,109,3.39333791601476,142.0180505395057,3.678602104067167,0.0008190599564618927
259,110,3.319073821207193,142.1493294994195,3.7303752671768824,0.000827054291465573
261,111,3.4133805823444843,142.2070512125668,3.7679719260243476,0.0008834822623362371
262,112,3.6006993080760905,142.18927875614628,3.7157637668914014,0.0009678277067963096
264,113,3.7951800474705624,142.1052457007788,3.590598573445112,0.0010710592344689758
266,114,3.98572363864001,141.98061770238328,3.4398781210201523,0.0011988606609998763
268,115,4.119264414715908,141.86344291542372,3.32413569868843,0.0013181592243278295
270,116,4.213476329731354,141.76788322728223,3.293175083810735,0.0013640081545062965
272,117,4.177274303207274,141.78580817781872,3.3238618199687013,0.0013659873418678753
275,118,3.8461174322881466,141.89289922946426,3.3943436932253475,0.0013807567205746912
277,119,3.40236175807972,142.0355370281492,3.481206902853565,0.0013824689915656403
279,120,3.1010618082066337,142.21433178753384,3.5712102645354555,0.0013831547257736943
281,121,2.9326479769288007,142.42670034544207,3.6543828353969015,0.001389460537009175
283,122,2.7979996467995165,142.63326787270978,3.6999642505346966,0.001399387064492278
285,123,2.6761913673094804,142.79039915047127,3.71420042478895,0.0014138568696551383
287,124,2.649068724589386,142.95330719279414,3.695341822965819,0.0014450590316616497
289,125,2.7335748388018692,143.08385367890833,3.6326312464385375,0.0014991913857664736
291,126,2.8573583447059945,143.2544871016218,3.5563346819431785,0.001567471196965816
293,127,3.0053603126204145,143.48089330413657,3.479104474334638,0.001611855778868074
295,128,3.0909957553182124,143.7294142498,3.4205058161701256,0.0016186368281470975
297,129,3.0910325555284617,143.98361852545347,3.371645782463893,0.001611463262062305
299,130,3.052851266552991,144.16909866205867,3.3613061198943575,0.0016506929743636193
301,131,3.0590730095615717,144.22308526431047,3.39960366631638,0.001757786999758606
303,132,3.0996521606956073,144.2497798611984,3.3584099677938735,0.0018389613856118945
305,133,3.2418618430180564,144.2850145931707,3.183487843358064,0.001845703501026123
306,134,3.613422305862868,144.17953491452275,3.043666664334919,0.0017862540556348291
308,135,4.046962622638509,144.01376507364103,3.0079787620259615,0.0016887002760233194
310,136,4.3599563966686965,143.8781376107004,3.019869281190921,0.0015949637836432465
312,137,4.491567015376651,143.76988812074953,3.084399152689032,0.0015194368021281429
314,138,4.411624048510726,143.6621950421602,3.177037065380652,0.0014611369054722777
316,139,4.132194866033446,143.52728245257052,3.2473371202913697,0.0013932425849202837
318,140,3.871051740309296,143.32983486092087,3.2875886562288335,0.0013060361456227157
320,141,3.6432238956853262,143.1194628285594,3.3590971647078933,0.0011901089957397342
322,142,3.3110886463993303,143.04335920820262,3.4352071924069394,0.0010696801637917139
324,143,3.009931791532969,143.1045838276894,3.5230833253731104,0.000979553010322708
326,144,2.7884802098602894,143.27979832117575,3.5869108517925743,0.0009319074927192104
328,145,2.7732529614663974,143.6439131878089,3.576659149498818,0.0009290551140614278
330,146,3.023001757531322,143.9194312678843,3.609286546201027,0.000961169987004096
